ID,Name,unknown_0,attachEffectId,chanceWeight,
0,,1,-1,-65536
100,,1,7000000,-65484
100,,1,7000001,-65484
100,,1,7000002,-65484
100,,1,7000100,-65484
100,,1,7000101,-65484
100,,1,7000102,-65484
100,,1,7000200,-65484
100,,1,7000201,-65484
100,,1,7000202,-65484
100,,1,7000300,-65484
100,,1,7000301,-65484
100,,1,7000302,-65484
100,,1,7000400,-65484
100,,1,7000401,-65484
100,,1,7000402,-65484
100,,1,7000500,-65484
100,,1,7000501,-65484
100,,1,7000502,-65484
100,,1,7000600,-65484
100,,1,7000601,-65484
100,,1,7000602,-65484
100,,1,7000700,-65484
100,,1,7000701,-65484
100,,1,7000702,-65484
100,,1,7000800,-65489
100,,1,7000801,-65489
100,,1,7000802,-65489
100,,1,7000900,-65489
100,,1,7000901,-65489
100,,1,7000902,-65489
100,,1,7001000,-65489
100,,1,7001001,-65489
100,,1,7001002,-65489
100,,1,7001400,-65489
100,,1,7001401,-65489
100,,1,7001402,-65489
100,,1,7001500,-65489
100,,1,7001501,-65489
100,,1,7001502,-65489
100,,1,7001600,-65489
100,,1,7001601,-65489
100,,1,7001602,-65489
100,,1,7001700,-65489
100,,1,7001701,-65489
100,,1,7001702,-65489
100,,1,7001800,-65489
100,,1,7001801,-65489
100,,1,7001802,-65489
100,,1,7002600,-65489
100,,1,7002700,-65489
100,,1,7002800,-65489
100,,1,7002900,-65489
100,,1,7003000,-65489
100,,1,7003100,-65489
100,,1,7003200,-65489
100,,1,7003300,-65489
100,,1,7003400,-65489
100,,1,7003500,-65489
100,,1,7003600,-65489
100,,1,7005600,-65490
100,,0,7006000,-65490
100,,0,7006100,-65490
100,,1,7010200,-65490
100,,1,7010500,-65469
100,,1,7010700,-65469
100,,0,7010900,-65469
100,,0,7011000,-65469
100,,0,7011200,-65469
100,,0,7011600,-65469
100,,0,7011700,-65469
100,,0,7012000,-65469
100,,1,7012200,-65490
100,,0,7012300,-65490
100,,1,7020000,-65469
100,,0,7030000,-65469
100,,1,7030200,-65490
100,,1,7030600,-65490
100,,1,7030700,-65490
100,,1,7030800,-65490
100,,1,7030900,-65490
100,,0,7031200,-65469
100,,0,7031300,-65469
100,,1,7031800,-65469
100,,1,7031900,-65490
100,,1,7032200,-65490
100,,0,7032400,-65469
100,,1,7032700,-65469
100,,1,7032800,-65469
100,,0,7032900,-65469
100,,0,7033200,-65469
100,,0,7033400,-65469
100,,0,7034100,-65469
100,,0,7034400,-65469
100,,0,7034500,-65469
100,,0,7034600,-65469
100,,0,7034700,-65469
100,,0,7035100,-65490
100,,0,7036100,-65490
100,,1,7040000,-65490
100,,1,7040100,-65490
100,,1,7040200,-65490
100,,1,7040300,-65497
100,,1,7040400,-65497
100,,1,7040500,-65497
100,,0,7043000,-65497
100,,0,7043100,-65497
100,,0,7043200,-65497
100,,0,7043300,-65497
100,,0,7043400,-65497
100,,0,7043500,-65497
100,,0,7043600,-65497
100,,0,7043700,-65497
100,,0,7043800,-65497
100,,0,7044000,-65497
100,,0,7044100,-65497
100,,0,7044200,-65497
100,,0,7044300,-65497
100,,0,7044400,-65497
100,,0,7044500,-65497
100,,0,7044600,-65497
100,,1,7050000,-65490
100,,1,7050100,-65490
100,,1,7060000,-65490
100,,1,7060100,-65490
100,,0,7060200,-65490
100,,1,7070000,-65490
100,,1,7080000,-65526
100,,1,7080100,-65526
100,,1,7080200,-65526
100,,1,7080300,-65526
100,,1,7080400,-65526
100,,1,7080500,-65526
100,,1,7080600,-65526
100,,1,7080700,-65526
100,,1,7080800,-65526
100,,1,7080900,-65526
100,,1,7081000,-65526
100,,1,7081100,-65526
100,,1,7081200,-65526
100,,1,7081300,-65526
100,,1,7081400,-65526
100,,1,7081500,-65526
100,,1,7081700,-65526
100,,1,7081800,-65526
100,,1,7081900,-65526
100,,1,7082000,-65526
100,,1,7082100,-65526
100,,1,7082200,-65526
100,,1,7082300,-65526
100,,1,7082400,-65526
100,,1,7082500,-65526
100,,1,7082600,-65526
100,,1,7082700,-65526
100,,1,7082800,-65526
100,,1,7082900,-65526
100,,1,7090000,-65490
100,,1,7090100,-65490
